Number of reviews,Last Review Date,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per month
7,2011-03-17,100,10,10,10,10,9,10,1.65
42,10/15/17,94,9,9,9,9,9,9,0.7
20,10/23/17,95,10,10,10,10,10,10,0.86
5,11/26/17,100,10,10,10,10,10,10,2.17
50,2005-01-17,95,9,9,10,10,10,9,1.4
16,8/24/15,98,10,10,10,10,10,9,0.26
36,11/27/17,100,10,10,10,10,10,10,4.58
4,8/22/17,100,10,10,10,10,10,10,0.21
319,11/29/17,96,10,10,10,10,10,9,7.14
2,11/21/16,90,9,8,8,10,9,9,0.13
78,11/14/17,95,9,9,10,10,9,9,2.47
15,9/19/17,97,10,9,10,10,10,9,0.64
2,11/19/17,100,10,10,10,10,8,10,2
3,5/15/16,87,9,9,8,7,9,8,0.13
5,10/16/17,100,10,10,10,10,10,10,0.32
7,5/25/17,80,9,8,8,9,8,8,0.43
4,2009-04-16,100,10,10,10,10,8,9,0.21
3,10/28/17,90,9,9,10,10,9,9,0.9
35,10/28/17,98,10,10,10,10,9,9,1.29
15,8/29/17,97,10,10,10,10,9,10,0.9
19,2010-04-17,98,10,10,10,10,9,10,1.13
0,,,,,,,,,
3,8/15/16,87,7,8,9,9,8,7,0.18
2,8/16/17,90,10,10,10,10,9,10,0.5
8,11/16/17,88,10,9,9,10,9,9,1.89
17,2008-01-15,96,10,10,10,10,10,9,0.42
136,2011-11-17,92,10,9,10,10,10,9,7.95
29,10/23/17,95,10,9,9,10,9,9,0.73
0,,,,,,,,,
21,10/30/17,86,9,8,10,10,9,9,0.42
7,2007-11-17,93,9,9,10,10,9,9,0.17
16,2010-08-17,90,10,8,10,10,9,9,2.05
9,2007-06-17,98,10,10,10,10,10,10,0.38
8,11/20/17,100,10,10,10,10,10,10,1.06
34,12/20/16,86,9,9,9,9,9,8,0.8
11,6/16/17,98,10,10,10,10,10,10,0.25
47,2011-03-17,96,10,10,10,10,10,9,1.08
9,2012-03-17,98,10,10,10,10,10,10,1.3
5,10/15/17,92,10,9,10,10,8,9,1.67
6,10/30/16,97,10,10,10,10,10,10,0.4
2,9/23/17,90,10,10,9,8,10,7,0.45
1,8/31/17,100,10,10,,,,,0.31
2,12/29/16,100,10,10,10,10,10,10,0.12
1,5/24/16,100,10,10,10,10,10,10,0.05
12,8/21/17,100,10,10,10,10,10,10,0.82
5,10/30/17,92,9,10,10,10,8,8,1.88
16,8/23/16,93,10,9,10,10,10,9,0.37
6,11/26/17,100,10,10,10,10,10,10,2.17
24,2008-05-17,95,10,10,10,10,9,9,1.04
41,2010-04-17,95,10,10,10,10,10,9,1.26
8,9/17/17,89,9,9,10,9,9,9,0.29
32,11/20/17,98,10,10,10,10,10,9,2.34
0,,,,,,,,,
33,11/15/17,98,10,10,10,10,10,10,4.06
7,8/28/17,97,10,10,10,10,9,10,0.42
7,2011-12-17,100,10,10,10,10,10,9,0.52
2,11/19/17,100,10,10,10,10,10,10,1.33
9,6/25/17,98,10,10,10,10,10,9,0.78
1,11/23/17,100,10,10,10,10,10,10,1
6,4/20/17,96,9,10,9,10,9,8,0.23
11,10/30/17,95,10,9,10,10,9,9,0.73
9,12/14/16,83,10,7,10,10,8,8,0.66
8,11/26/17,100,10,10,10,10,10,10,0.45
1,6/26/16,100,10,10,10,10,10,10,0.06
8,5/20/17,94,10,9,10,10,10,9,0.34
204,10/23/17,96,10,10,10,10,9,9,3.5
16,5/28/17,100,10,10,10,10,9,9,0.41
23,9/20/17,97,10,9,10,10,9,9,0.57
0,,,,,,,,,
6,2009-03-17,90,10,9,9,9,10,9,1.1
29,10/22/17,88,9,9,9,9,9,9,1.53
7,10/13/17,100,10,10,10,10,10,10,0.47
5,10/31/17,100,10,10,9,8,10,9,1.42
20,2007-06-17,93,10,10,10,10,10,9,0.71
1,2012-06-15,100,10,10,10,10,10,8,0.04
55,11/20/17,99,10,10,10,10,10,9,7.93
4,2006-05-17,85,10,9,8,10,8,9,0.11
46,11/20/17,99,10,10,10,10,10,10,1.04
6,8/23/17,100,10,10,10,10,10,10,0.3
2,2011-07-16,80,8,10,8,10,10,8,0.15
9,10/16/17,96,10,10,10,10,10,8,1.48
83,2/28/17,96,9,9,10,10,10,9,1.16
13,9/28/17,89,10,9,9,9,10,9,2.09
0,,,,,,,,,
35,9/24/17,98,10,10,10,10,10,9,0.55
40,2010-08-17,93,9,10,10,10,10,9,3.38
10,2012-02-17,93,9,10,10,9,10,9,9.37
15,8/31/17,88,9,9,9,9,10,8,0.93
12,2007-09-17,98,10,10,10,10,10,10,0.27
13,2006-05-17,94,10,9,10,10,10,9,0.36
141,11/26/17,94,9,10,10,10,10,9,1.96
20,10/23/17,90,9,10,9,9,10,9,0.62
20,10/16/17,99,10,10,10,10,10,9,1.57
87,10/31/17,93,10,10,10,10,10,9,2.55
15,10/18/17,100,10,10,10,10,10,10,0.98
94,11/27/17,87,9,9,9,9,10,9,3.24
55,11/22/17,85,9,10,8,8,10,8,5.52
5,7/19/16,96,10,10,10,10,10,10,0.17
62,10/29/17,99,10,10,10,10,10,10,2.43
11,11/17/17,78,7,7,8,7,10,6,3.47
292,11/17/17,98,10,10,10,10,10,9,3.38
8,10/13/17,91,10,9,10,10,10,8,0.4
11,2010-01-17,84,8,7,9,9,10,8,0.68
46,2010-11-17,98,10,10,10,10,10,10,1.17
37,10/24/16,94,10,9,10,10,10,9,1.12
15,8/30/17,99,10,10,10,10,10,10,0.26
34,11/24/17,96,10,10,10,10,10,10,1.93
0,,,,,,,,,
3,2006-02-14,97,9,9,10,10,10,10,0.06
6,2012-03-17,100,10,10,10,10,10,9,1.1
5,2008-01-17,56,5,3,9,6,9,7,1
14,2008-01-17,99,10,10,10,10,10,10,0.7
3,9/18/17,100,10,10,10,9,10,10,0.32
7,10/15/17,94,10,9,9,10,10,9,0.8
1,2012-04-17,100,10,10,10,10,10,10,1
167,11/27/17,96,10,10,10,10,10,10,5.95
7,7/30/17,86,9,6,9,10,9,8,1.39
39,2012-01-17,96,10,10,10,10,10,10,1.28
5,4/29/17,96,10,10,10,10,10,8,0.28
12,10/27/17,93,10,9,10,10,9,9,0.47
0,,,,,,,,,
38,11/19/17,96,10,9,10,10,9,9,0.97
32,11/26/17,98,10,10,10,10,9,9,1.56
6,2011-12-17,90,9,10,10,10,9,9,1.68
6,2009-11-17,93,10,10,9,10,9,9,0.27
2,9/24/17,90,9,10,9,10,10,9,0.76
0,,,,,,,,,
3,2005-03-17,100,10,10,10,10,9,10,0.2
15,2010-01-17,96,9,10,10,10,9,9,0.91
153,2011-04-17,85,9,9,9,8,9,9,5.23
4,2001-02-17,95,10,10,9,10,9,9,0.06
2,2001-01-17,90,10,9,10,10,10,10,0.1
67,11/19/17,96,10,10,10,10,9,10,2.58
2,10/30/17,90,10,10,10,8,8,8,1.43
4,9/17/17,95,10,10,10,10,9,8,0.27
1,2008-01-15,100,10,10,10,10,8,10,0.03
33,10/22/17,98,10,10,10,10,10,10,0.78
3,7/30/17,100,10,10,10,10,7,10,0.63
12,10/30/17,96,10,10,10,10,9,9,0.63
1,8/25/16,20,4,2,2,4,8,4,0.06
8,2003-08-16,93,10,10,9,10,9,9,0.34
15,2008-10-17,91,9,7,10,10,10,9,0.8
1,2005-01-17,100,10,10,10,10,10,10,0.11
6,9/15/17,100,10,10,10,10,10,9,1.54
3,8/25/17,100,10,10,10,10,10,10,0.83
4,2006-05-17,100,10,10,10,10,10,9,0.21
0,,,,,,,,,
5,2009-10-17,96,10,10,10,10,10,10,1.17
1,8/15/17,100,10,10,10,10,10,8,0.27
12,2011-04-17,100,10,10,10,10,10,10,0.85
15,10/28/17,99,10,10,10,10,9,10,0.73
0,,,,,,,,,
3,2005-06-17,100,10,10,10,10,10,10,0.19
25,9/18/17,96,9,10,10,10,10,9,1.33
0,,,,,,,,,
1,2011-12-17,100,10,10,10,10,10,10,1
0,,,,,,,,,
6,9/26/17,100,10,10,10,10,10,9,0.12
1,9/17/17,100,10,10,10,10,10,8,0.37
19,11/16/17,81,8,8,9,9,10,8,4.42
60,10/28/17,97,10,10,10,10,10,10,2.03
16,9/18/17,91,10,9,10,10,10,9,1.39
1,5/21/17,100,10,10,10,10,10,8,0.15
5,2006-07-17,96,10,10,10,10,10,10,0.17
27,10/28/17,93,9,9,10,10,10,9,0.61
3,2003-05-17,93,9,9,10,10,9,9,0.17
4,11/26/17,95,10,9,10,10,8,9,4
29,2006-04-17,88,9,9,10,10,9,9,1.76
34,11/29/17,94,10,10,10,10,10,9,3.86
23,2011-07-17,97,10,10,10,10,10,9,0.78
43,2011-06-17,93,9,9,10,10,10,9,1.81
6,2011-06-17,100,10,10,10,10,10,9,1.49
164,11/20/17,96,10,9,10,10,10,9,3.23
0,,,,,,,,,
15,2012-09-14,96,10,10,10,10,10,10,0.31
3,5/20/17,67,8,8,10,9,10,9,0.41
5,7/25/17,84,8,8,9,8,9,8,0.98
22,10/31/17,95,10,9,9,9,10,9,0.57
0,,,,,,,,,
72,11/13/17,90,9,9,10,9,9,9,2.1
3,2005-11-16,100,10,10,10,10,10,10,0.07
96,11/26/17,78,9,8,9,8,10,8,4.32
1,2001-02-17,100,10,10,10,10,10,10,0.09
8,2010-02-17,98,10,10,10,10,10,10,0.72
3,11/16/17,90,10,10,10,10,10,10,3
1,9/25/17,100,10,10,10,10,10,10,0.42
18,2010-08-17,86,9,8,9,9,9,8,0.76
1,2005-04-16,80,8,10,8,8,8,6,0.05
9,2001-02-17,100,9,10,9,10,10,10,0.28
10,2009-12-17,82,9,9,8,9,9,9,2.11
11,11/15/17,87,9,9,10,10,10,9,3.98
27,11/19/17,99,10,10,10,10,10,10,1.04
2,11/16/15,100,10,10,9,9,10,10,0.08
102,2011-11-17,96,10,10,10,10,10,9,3.83
5,10/29/17,92,9,8,9,10,10,8,0.96
0,,,,,,,,,
28,10/16/17,88,9,9,9,9,9,8,1.78
4,2001-01-17,100,10,10,10,10,10,10,0.29
4,11/13/17,100,10,10,10,10,10,10,0.36
10,2005-08-17,96,10,9,9,10,10,10,0.57
9,10/22/17,98,10,10,10,10,9,9,1.02
16,10/14/17,96,10,10,9,10,10,9,0.83
33,7/30/17,96,10,9,10,10,10,9,1.11
19,10/27/17,98,10,10,10,10,10,10,0.84
0,,,,,,,,,
17,11/13/17,98,10,10,10,10,10,10,1.07
0,,,,,,,,,
19,2011-11-17,97,10,10,10,10,9,9,2.2
3,9/20/17,93,9,9,9,9,7,9,0.84
0,,,,,,,,,
13,10/23/17,87,9,7,10,10,10,9,2.09
4,11/26/15,90,10,10,10,10,10,9,0.14
15,10/29/17,97,10,9,10,10,9,9,0.48
41,9/27/17,99,10,10,10,10,10,10,1.47
8,6/19/17,98,10,10,10,10,10,9,0.27
0,,,,,,,,,
11,10/31/17,96,10,9,10,10,9,9,0.83
32,2011-06-17,97,9,9,10,10,9,9,0.57
92,9/22/17,97,10,9,10,10,9,9,1.73
13,8/17/17,88,10,9,10,10,9,9,0.46
2,2010-01-17,90,10,10,10,10,10,9,0.1
9,9/24/17,89,9,10,9,10,9,9,0.61
40,9/22/17,90,9,8,10,10,9,9,1.45
8,2011-05-17,98,10,10,10,10,10,10,0.34
75,2011-01-17,98,10,10,10,10,9,10,1.21
3,2009-06-15,80,8,8,6,6,8,8,0.11
11,10/22/17,98,10,10,10,10,9,9,0.54
9,8/18/17,98,10,10,10,10,10,10,0.55
8,11/15/17,100,9,10,10,10,10,10,1.61
3,2012-02-17,93,9,10,10,10,9,8,0.52
23,12/23/16,94,10,9,10,10,9,9,0.87
31,11/26/17,95,10,9,10,10,9,9,1.86
10,8/14/17,90,8,8,9,9,10,9,0.22
14,8/19/17,91,9,9,10,10,8,9,0.25
1,5/17/16,100,10,8,10,10,10,10,0.05
17,10/29/17,93,9,10,10,10,10,9,0.66
31,2011-05-17,97,10,10,10,10,9,9,0.55
6,10/20/17,96,10,10,10,10,10,10,1.33
1,9/13/16,100,10,10,8,10,8,10,0.07
24,2009-02-17,93,9,9,10,10,8,9,0.77
4,11/30/17,95,10,9,10,10,10,10,4
5,2008-02-17,92,9,10,10,9,9,8,1.07
50,11/22/17,98,10,10,10,10,10,10,2.27
12,10/17/17,92,10,9,8,9,9,9,2.86
42,11/26/17,95,10,10,10,10,9,9,1.01
1,8/20/17,100,10,10,10,10,10,10,0.28
2,7/21/16,100,10,10,10,10,10,10,0.05
0,,,,,,,,,
0,,,,,,,,,
18,6/27/17,98,10,10,10,10,9,9,1.05
7,2008-04-17,97,10,10,10,10,10,10,1.41
7,10/31/16,97,10,10,10,10,10,10,0.26
11,2008-10-17,95,10,10,10,10,9,9,2.12
16,2007-01-17,97,10,10,10,10,9,10,0.53
6,2010-07-17,100,10,10,10,10,8,8,0.77
19,2009-08-17,99,10,10,10,10,10,10,1.11
3,10/30/17,100,10,10,10,10,9,9,0.96
15,5/28/17,99,10,10,9,9,9,9,0.48
5,9/19/16,100,10,10,10,10,10,10,0.27
14,8/28/17,94,10,9,10,10,9,9,0.6
3,11/26/17,100,10,10,10,10,7,9,2.5
0,,,,,,,,,
6,2011-04-17,97,10,10,10,10,8,9,0.97
1,2008-01-16,100,10,10,10,10,10,10,0.06
51,,93,10,9,9,9,9,9,0.8
11,2002-06-17,84,8,8,9,9,8,8,0.79
4,10/22/17,100,10,10,10,10,9,9,0.63
3,10/31/16,73,9,8,9,9,9,7,0.17
1,2008-09-16,80,8,8,8,8,8,8,0.06
9,9/19/17,93,10,9,9,10,8,9,0.75
1,2001-06-17,100,10,10,10,10,10,10,0.09
14,10/17/16,93,10,10,10,10,9,9,0.28
10,2009-11-17,98,10,9,10,10,9,9,1.61
2,11/30/17,100,10,10,10,10,10,10,0.07
33,11/19/17,100,10,10,10,10,10,10,1.18
16,2006-05-17,95,10,10,9,9,9,9,0.53
68,2011-04-17,92,10,10,10,10,9,9,2.41
5,2011-05-17,100,10,10,10,10,10,10,1.23
0,,,,,,,,,
6,2009-10-17,100,10,10,10,10,10,10,0.94
32,11/13/17,99,10,10,10,10,10,10,0.82
40,8/27/17,98,10,10,10,10,9,10,0.65
96,4/30/16,96,10,10,10,10,10,9,2.38
4,2012-03-17,95,10,10,10,10,9,9,3.64
19,2007-01-17,99,10,10,10,10,10,10,1.26
10,2009-04-17,98,10,9,10,10,10,10,0.77
0,,,,,,,,,
11,10/20/17,93,8,9,10,9,9,9,1.89
20,5/28/17,79,8,7,8,9,8,7,0.6
9,11/24/17,100,10,10,10,10,10,10,3.51
5,9/17/17,100,10,10,10,10,10,9,0.27
5,11/26/17,100,10,10,10,10,10,10,2.31
5,9/18/17,100,10,10,10,10,10,10,0.29
50,2010-08-17,99,10,10,10,10,10,10,1.4
3,9/18/16,73,8,9,8,7,8,7,0.2
2,9/20/17,100,10,10,10,10,10,9,0.72
5,10/16/16,85,9,10,10,10,9,9,0.2
1,2011-08-15,80,8,8,10,10,10,10,0.04
5,9/24/17,100,10,10,10,10,8,8,0.68
92,2012-03-17,97,10,9,10,10,9,9,5.34
1,9/17/17,100,10,10,10,10,10,10,0.37
21,2010-02-17,99,10,10,10,10,10,9,0.74
31,8/27/17,98,10,10,10,10,10,10,1.92
15,10/20/17,97,10,10,10,10,9,9,0.75
0,,,,,,,,,
121,11/19/17,98,10,10,10,10,10,10,1.91
0,,,,,,,,,
13,10/17/17,98,10,10,10,10,10,10,0.26
1,2010-03-17,100,10,10,10,10,10,10,0.48
3,9/24/17,100,10,10,10,10,9,10,1.05
5,2010-01-17,96,9,10,10,10,10,9,0.68
3,2008-08-17,100,10,10,10,10,10,10,0.66
0,,,,,,,,,
18,11/19/17,99,10,10,10,10,9,10,4.7
21,10/29/17,95,10,10,10,10,9,9,0.49
15,2011-12-17,97,10,10,10,10,10,10,0.76
0,,,,,,,,,
7,8/21/15,100,10,10,10,10,10,10,0.23
9,11/26/17,98,10,10,10,9,10,10,0.53
13,10/29/17,97,10,10,10,10,10,9,1.32
0,,,,,,,,,
19,2006-05-17,99,10,10,10,10,9,10,1.61
1,3/20/16,100,10,10,10,10,10,10,0.05
2,9/16/16,100,9,10,10,10,10,9,0.07
3,11/20/16,100,9,10,10,10,9,9,0.22
9,2010-04-17,60,7,6,8,7,8,7,2.31
13,5/17/16,95,10,10,10,10,9,10,0.55
28,10/17/17,96,10,10,10,10,9,9,0.96
8,8/14/17,78,8,8,8,8,9,9,0.73
0,,,,,,,,,
3,11/16/15,100,10,9,10,10,9,10,0.07
18,11/13/17,92,9,10,10,10,9,9,0.87
0,,,,,,,,,
5,2008-02-17,84,10,9,10,10,10,7,0.31
49,9/27/17,96,9,9,10,10,10,9,0.89
6,2001-05-17,88,9,8,10,10,9,8,0.17
39,2010-11-17,96,10,10,10,10,9,10,1.18
3,11/26/17,93,10,10,9,10,9,9,1.67
1,9/18/16,100,10,10,10,10,10,10,0.07
2,4/26/16,100,10,10,10,10,10,10,0.1
3,11/26/17,100,10,10,8,9,9,10,1.13
2,7/19/17,90,10,9,10,10,8,9,0.18
6,10/31/17,97,9,10,9,9,9,9,1.57
5,6/24/16,96,10,10,10,10,10,9,0.28
18,10/29/17,94,10,10,9,10,9,9,1.32
3,2/22/17,100,8,10,10,10,10,10,0.27
5,10/22/17,100,10,10,10,10,10,10,0.75
11,2009-07-15,93,10,10,9,9,9,9,0.31
18,8/30/17,90,9,9,9,10,9,9,1.07
48,2011-04-17,98,10,10,10,10,10,9,1.23
5,2003-03-17,96,9,9,8,9,9,10,0.51
16,10/26/17,98,10,9,10,10,10,10,2.18
5,8/27/15,88,9,8,10,10,9,9,0.18
6,2/20/17,96,10,9,10,10,10,9,0.22
6,10/22/17,97,10,10,10,10,10,10,0.77
0,,,,,,,,,
5,2011-12-17,96,10,9,10,10,10,10,0.34
4,10/28/17,95,9,9,9,10,10,10,0.06
11,8/27/17,93,10,10,10,10,9,10,0.35
27,4/30/17,96,10,9,10,10,10,10,1.13
32,11/27/17,99,10,10,10,10,10,10,0.43
10,6/25/17,87,9,10,10,10,8,8,0.58
17,10/31/17,94,10,10,10,10,10,9,2.93
6,2002-08-16,93,9,10,10,10,9,9,0.2
5,10/22/16,100,10,10,9,10,10,10,0.29
188,11/20/17,94,10,10,10,10,9,9,6.61
3,10/26/17,93,9,10,9,10,9,9,1.17
0,,,,,,,,,
26,10/15/17,82,9,7,9,9,9,8,0.67
21,10/24/17,96,10,10,10,10,10,9,0.81
1,9/18/17,100,10,10,10,10,10,10,0.38
13,8/30/17,88,9,9,8,8,9,9,2.69
15,8/22/17,99,10,10,10,10,10,9,1.33
17,8/13/17,98,10,10,10,10,9,10,0.58
0,,,,,,,,,
4,9/15/17,100,10,10,10,10,10,10,0.51
4,5/15/17,100,10,10,10,10,10,10,0.19
3,8/27/17,100,9,9,9,9,10,9,0.3
1,2009-03-17,100,10,10,10,10,8,8,0.32
12,4/16/17,96,9,9,9,9,9,9,0.26
24,9/30/17,98,10,10,10,10,10,10,1.63
23,11/26/17,92,9,9,10,10,9,9,4.83
13,9/28/17,97,10,10,10,10,9,10,0.34
10,12/21/16,98,10,10,10,10,10,9,0.21
37,5/28/16,90,10,9,10,10,9,9,1.32
11,11/21/17,93,9,9,10,10,9,9,3.84
16,2006-07-17,93,10,9,8,8,9,9,1.98
0,,,,,,,,,
16,2010-08-17,99,10,10,10,10,9,10,0.29
9,2008-07-17,85,9,10,10,9,9,9,0.2
0,,,,,,,,,
15,2008-10-17,99,10,10,9,10,9,10,0.64
1,11/17/17,,,,,,,,1
8,11/20/17,100,10,10,10,10,10,10,1.03
12,10/16/17,96,10,10,10,9,9,8,1.28
0,,,,,,,,,
22,2007-09-17,90,10,10,10,10,8,9,0.5
2,8/15/14,90,10,9,9,10,8,9,0.05
4,11/24/17,85,8,9,10,9,8,9,4
12,10/15/17,98,10,10,10,10,9,10,0.51
10,2009-05-17,88,9,10,9,8,9,9,1.92
2,2012-07-16,90,9,9,9,9,7,9,0.16
94,11/20/17,93,10,9,10,10,9,9,9.66
25,8/16/17,95,10,9,10,10,9,9,1.2
3,9/20/17,100,10,10,10,10,10,10,0.16
1,2009-03-17,100,10,10,10,10,10,10,0.32
5,4/24/17,96,10,10,10,10,9,9,0.33
12,2001-03-16,93,10,10,9,9,9,9,0.28
5,2009-07-17,96,10,8,10,10,10,10,0.23
6,10/22/17,87,9,9,10,9,9,8,0.38
3,7/15/16,100,10,10,10,10,10,10,0.09
15,5/23/17,96,10,10,10,10,9,9,0.79
8,9/20/17,100,10,10,10,10,9,10,0.58
24,11/19/17,99,10,10,10,10,9,9,1.53
0,,,,,,,,,
0,,,,,,,,,
25,2011-04-17,96,10,10,10,10,9,10,0.81
1,9/25/17,100,10,10,10,10,10,10,0.42
33,10/22/17,98,10,10,10,10,9,9,1.16
10,11/25/17,100,10,10,10,10,9,10,3.61
0,,,,,,,,,
2,2011-05-17,100,10,9,10,10,10,10,1.09
48,11/26/17,92,9,9,10,10,8,9,0.86
0,,,,,,,,,
1,7/25/16,100,8,10,10,10,10,10,0.06
8,2010-02-17,89,9,10,9,10,9,9,0.46
0,,,,,,,,,
3,2008-01-17,100,10,10,9,9,8,8,0.65
0,,,,,,,,,
7,2011-03-17,86,10,9,10,10,7,9,1.57
1,7/14/17,,,,,,,,0.21
1,2008-07-16,80,10,8,10,10,8,8,0.06
27,2010-12-17,96,10,9,10,10,9,9,0.84
16,2003-08-17,96,10,10,10,10,9,9,0.63
1,10/19/17,,,,,,,,0.63
1,2005-12-16,80,10,10,10,10,10,8,0.05
0,,,,,,,,,
19,2011-12-17,96,9,10,10,10,9,9,2.31
10,8/26/17,98,10,10,10,10,9,9,2.27
0,,,,,,,,,
2,6/26/16,100,10,10,9,10,9,9,0.11
6,4/30/17,97,9,10,10,10,9,9,0.53
14,2012-05-16,91,9,10,10,10,9,9,0.86
42,2012-03-17,94,10,10,10,10,9,10,2.49
0,,,,,,,,,
6,2006-04-17,87,9,9,9,10,9,9,0.4
7,2010-03-17,94,10,9,10,10,8,9,1.14
20,8/31/17,93,9,8,9,9,10,9,0.47
3,8/18/17,100,10,10,10,10,10,9,0.74
19,10/22/17,99,10,10,10,10,9,9,1.67
2,7/20/16,90,9,6,9,9,9,7,0.12
2,2006-03-17,100,10,10,10,10,9,9,0.31
46,2011-03-17,90,9,9,10,10,9,9,0.92
13,10/31/17,89,10,9,10,9,9,9,0.98
3,9/15/17,87,9,9,9,10,9,9,0.13
0,,,,,,,,,
22,2009-03-17,93,10,9,10,10,10,10,0.66
5,6/28/17,84,10,10,8,8,10,8,0.28
36,2009-03-17,93,10,9,10,9,10,9,1.3
0,,,,,,,,,
10,2011-05-17,96,10,9,10,10,10,10,0.26
21,5/21/17,96,9,10,10,10,10,9,0.61
0,,,,,,,,,
0,,,,,,,,,
7,10/30/17,100,10,10,10,10,10,10,0.8
52,8/31/17,91,9,9,10,10,10,9,1.18
0,,,,,,,,,
58,11/26/17,100,10,10,10,10,10,10,3.59
0,,,,,,,,,
9,6/20/17,89,9,9,10,10,10,9,0.22
5,9/20/17,96,10,9,10,10,10,9,0.25
5,9/30/17,90,10,10,10,10,9,10,1.06
1,7/30/17,100,10,10,10,10,8,10,0.23
0,,,,,,,,,
1,7/23/17,100,8,10,10,10,10,10,0.22
5,8/20/17,96,10,9,10,10,10,10,0.3
3,9/20/17,100,10,10,9,9,9,9,0.17
20,10/15/17,97,9,9,10,10,10,9,0.67
0,,,,,,,,,
10,2008-06-17,94,10,9,10,10,10,9,1.06
65,2010-01-17,82,9,9,9,9,9,8,2.57
7,11/19/17,97,9,9,9,10,10,9,2.28
0,,,,,,,,,
6,11/27/17,100,10,10,10,10,10,10,6
2,8/13/16,100,10,10,10,10,10,10,0.12
17,11/20/17,87,9,9,8,9,9,9,4.36
0,,,,,,,,,
5,10/23/16,96,10,10,10,10,9,10,0.1
85,11/20/17,96,10,10,10,10,10,9,2.39
2,2005-04-17,90,10,8,9,10,10,10,0.27
0,,,,,,,,,
3,2005-01-17,90,9,9,9,9,9,9,0.26
11,7/30/17,100,10,10,10,10,10,10,0.96
6,2001-05-17,90,9,9,9,9,10,9,0.19
0,,,,,,,,,
0,,,,,,,,,
9,10/30/17,93,10,10,9,10,9,8,2.23
0,,,,,,,,,
20,2010-01-17,95,10,10,9,9,10,8,0.96
12,4/16/17,94,9,9,10,10,10,9,0.95
13,6/17/17,90,10,7,10,10,10,9,1.04
9,2011-01-16,98,10,9,10,10,10,10,0.35
13,9/19/17,97,9,10,10,10,9,9,0.4
190,2012-04-17,96,10,10,10,10,10,9,11.73
7,8/13/17,97,9,9,9,9,10,9,0.76
4,10/29/17,100,10,10,10,10,10,9,0.3
9,1/20/17,96,10,10,10,10,9,10,0.35
60,11/19/17,95,10,10,10,10,9,9,1.81
1,7/31/16,80,10,10,10,10,10,8,0.06
3,10/29/17,93,10,9,10,9,10,9,1.64
28,6/27/17,87,9,9,9,9,10,8,0.91
3,2001-01-17,93,10,10,10,10,10,9,0.21
4,8/20/17,95,10,10,10,10,8,8,0.29
10,8/13/17,98,10,9,10,10,10,9,0.18
4,8/27/17,100,10,10,10,10,10,10,0.19
20,2005-08-16,98,10,10,10,10,10,10,0.74
55,11/26/17,96,10,10,10,10,10,9,2.79
7,10/22/17,100,10,10,9,10,10,9,1.84
8,2009-03-17,97,10,10,10,10,8,10,0.71
2,2009-05-16,100,10,10,10,10,10,10,0.11
18,7/15/17,96,10,10,10,10,9,9,0.58
1,10/22/17,100,10,10,10,10,10,10,0.58
14,7/17/16,99,10,10,9,10,10,10,0.59
0,,,,,,,,,
1,4/17/17,80,10,6,10,10,8,8,0.13
4,5/28/16,100,9,10,9,10,10,9,0.17
7,8/15/17,94,9,9,10,10,9,9,0.9
0,,,,,,,,,
24,10/30/17,94,10,10,10,10,9,9,3.75
30,10/23/17,95,10,10,10,10,9,9,0.95
18,7/30/17,98,10,9,10,10,10,10,0.62
12,11/17/17,87,9,10,8,9,8,7,0.59
6,8/18/17,97,10,9,10,10,9,10,0.37
10,2011-03-17,98,10,10,10,10,10,10,0.8
2,9/20/17,90,10,9,9,9,9,9,0.76
2,8/17/16,100,10,10,10,10,10,10,0.12
7,3/29/16,97,10,10,10,10,9,9,0.3
8,8/19/17,100,10,10,10,10,10,9,0.41
7,2012-03-17,97,10,10,10,10,10,10,4.12
1,9/24/17,100,10,10,10,10,10,10,0.42
0,,,,,,,,,
2,8/27/17,100,10,10,10,10,10,10,0.55
40,4/20/17,97,10,10,10,10,10,10,0.51
3,2008-10-16,80,9,8,10,9,7,7,0.18
2,2004-07-16,80,10,8,9,9,8,7,0.1
11,11/26/17,98,10,10,10,10,10,10,2.95
6,11/29/17,97,10,10,10,10,10,9,3.33
3,8/17/17,80,8,6,10,9,10,7,0.23
6,11/19/17,97,10,9,10,10,10,9,0.19
10,8/20/16,96,9,10,9,9,10,10,0.59
2,2008-09-17,90,9,9,9,10,10,8,0.14
7,9/24/17,100,10,9,10,10,9,10,0.43
17,8/28/17,96,10,10,10,10,9,9,0.98
11,5/22/17,87,10,8,10,10,10,9,0.53
4,6/17/17,100,10,10,10,10,10,10,0.26
15,10/16/17,99,10,10,10,10,10,10,0.46
2,2006-06-16,100,7,8,10,10,9,9,0.1
1,2011-01-17,100,10,10,10,10,10,8,0.86
23,11/17/17,93,10,9,10,10,9,9,1.6
33,9/19/17,98,10,10,10,10,9,9,2.2
24,9/17/17,98,10,10,10,10,9,9,0.99
6,9/18/17,100,10,10,10,10,10,10,0.33
1,2007-04-16,100,10,10,10,10,10,10,0.06
24,2011-12-17,93,10,9,10,10,9,9,0.55
0,,,,,,,,,
103,10/17/17,97,10,10,10,10,9,9,2.01
3,10/15/17,100,10,10,10,10,10,9,0.74
